Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2012,12,19,9.8,—,—,—,26.2,30.8,24.2,5.7,25.2
Changi,2012,12,20,1.8,—,—,—,27.2,30.9,23.3,7.6,32
Changi,2012,12,21,1.6,—,—,—,27.6,31.6,25.1,6.6,28.4
Changi,2012,12,22,23.2,—,—,—,26.6,31.6,23.6,5.3,26.6
Changi,2012,12,23,0,—,—,—,27,31.3,24.8,7,31.3
Changi,2012,12,24,2.4,—,—,—,26.8,30.2,25,6.9,24.5
Changi,2012,12,25,0,—,—,—,25.3,27.3,24.1,6.1,24.5
Changi,2012,12,26,0,—,—,—,26.5,30.1,24.4,7.2,27.7
Changi,2012,12,27,0,—,—,—,26.6,29.4,25.2,7.4,28.4
Changi,2012,12,28,0,—,—,—,27.3,30.7,24.9,7.9,29.5
Changi,2012,12,29,3.8,—,—,—,27.4,30.3,25.5,6.1,24.8
Changi,2012,12,30,4,—,—,—,27.2,31.3,25.6,5.6,26.3
Changi,2012,12,31,78.8,—,—,—,25.3,29.5,22.2,6.4,31.7
