Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2013,1,29,0,—,—,—,27.5,31.3,25.2,13.2,35.3
Changi,2013,1,30,0,—,—,—,27.5,31.2,24.9,11.9,33.8
Changi,2013,1,31,0,—,—,—,27.8,31.5,25.2,13.4,33.1
Changi,2013,2,1,0,—,—,—,28,31.6,25.9,15.8,39.6
Changi,2013,2,2,0,—,—,—,28.3,32.1,25.8,14.4,36
Changi,2013,2,3,41.8,—,—,—,26.2,28.6,24.7,6.8,36
Changi,2013,2,4,0.6,—,—,—,26.7,29.6,24,9.1,27.7
Changi,2013,2,5,2,—,—,—,26.5,30.1,24,8.2,35.3
Changi,2013,2,6,12.4,—,—,—,25.7,28.9,24,4.9,17.3
Changi,2013,2,7,0,—,—,—,27.2,31.2,24.7,7.9,31.3
Changi,2013,2,8,10.2,—,—,—,26,30.9,24.3,4.8,22.3
Changi,2013,2,9,2.8,—,—,—,26.7,31.3,24.3,6.5,32
Changi,2013,2,10,43,—,—,—,24.6,25.9,21.5,7.1,28.1
Changi,2013,2,11,54.4,—,—,—,25.3,30.2,23.7,5.8,29.9
Changi,2013,2,12,5.4,—,—,—,25.6,28.8,23.8,7.8,29.2
Changi,2013,2,13,0.6,—,—,—,26.9,30.7,24.4,9.6,33.5
Changi,2013,2,14,95.2,—,—,—,24.8,27.7,22.6,5.7,28.1
Changi,2013,2,15,0,—,—,—,26,30.1,23.4,7.8,29.5
Changi,2013,2,16,0.2,—,—,—,26.4,30.3,24.7,7,30.2
Changi,2013,2,17,1,—,—,—,24.8,25.8,24.1,6.6,25.6
Changi,2013,2,18,15.6,—,—,—,26.5,30.8,24.5,8.5,30.6
Changi,2013,2,19,0.4,—,—,—,26.1,28.2,25,5.8,19.4
Changi,2013,2,20,0,—,—,—,27.2,31,25,7.6,24.5
Changi,2013,2,21,2.6,—,—,—,26.6,29.8,24.6,6.3,25.2
Changi,2013,2,22,0.6,—,—,—,27.4,31.3,24.7,9.8,31
Changi,2013,2,23,0.2,—,—,—,28,32.5,24.8,8.8,29.2
Changi,2013,2,24,0,—,—,—,27.4,30.8,24.5,7.8,28.1
Changi,2013,2,25,58.2,—,—,—,26.7,30.8,23,6.3,50.4
Changi,2013,2,26,39.8,—,—,—,26.7,31.9,24.8,6.4,31.3
Changi,2013,2,27,0.6,—,—,—,27.1,30.4,24.5,6.9,26.3
Changi,2013,2,28,7.6,—,—,—,27.5,32.2,25.2,7.2,22
Changi,2013,3,1,21.4,—,—,—,27.9,32.9,25.3,9.3,29.5
Changi,2013,3,2,1.2,—,—,—,28.3,32.4,25.4,10.8,33.1
Changi,2013,3,3,0,—,—,—,28.1,31.2,26.1,12.1,37.1
Changi,2013,3,4,0,—,—,—,27.9,31.6,25.4,11.7,39.6
Changi,2013,3,5,0.8,—,—,—,27.6,31.4,24.4,11,37.1
Changi,2013,3,6,0,—,—,—,27.8,31.7,25.5,11.1,31.7
Changi,2013,3,7,0,—,—,—,28.1,32.1,25.2,12,31.3
Changi,2013,3,8,0,—,—,—,28.4,31.8,26.6,14.4,35.3
Changi,2013,3,9,0.8,—,—,—,27.9,31.8,25.5,10.3,31.7
Changi,2013,3,10,2.8,—,—,—,27.6,32.1,25.7,6.8,20.9
Changi,2013,3,11,0,—,—,—,28,31.7,25.8,10.9,31.7
Changi,2013,3,12,0,—,—,—,27.9,32.3,24.3,8.9,28.4
Changi,2013,3,13,0,—,—,—,27.9,32.4,25,8.7,31
Changi,2013,3,14,0,—,—,—,28.3,32.6,25.6,10,32
Changi,2013,3,15,0,—,—,—,28.7,33.5,25.4,9.9,32.4
Changi,2013,3,16,0,—,—,—,28.7,32.8,25.5,10.6,31.7
Changi,2013,3,17,11.8,—,—,—,27.4,32.1,24.8,7.5,28.4
Changi,2013,3,18,0,—,—,—,28.5,32.8,25.9,11.1,30.6
Changi,2013,3,19,0,—,—,—,28.5,32.9,25.6,11.3,31.7
Changi,2013,3,20,0,—,—,—,28.6,32.5,26.2,9.9,28.1
Changi,2013,3,21,0,—,—,—,29,33.1,27.2,11.4,34.9
Changi,2013,3,22,29.6,—,—,—,28.3,32.9,25.5,8,43.9
Changi,2013,3,23,0,—,—,—,28.5,32.1,25.8,8.3,25.6
Changi,2013,3,24,0,—,—,—,28.6,33.4,26.4,7.6,35.6
Changi,2013,3,25,12.2,—,—,—,28.1,32.2,25.8,6.1,27.7
Changi,2013,3,26,0,—,—,—,28.3,32.9,23.9,6.7,32.8
Changi,2013,3,27,0,—,—,—,29,32.4,26.4,4.9,26.6
Changi,2013,3,28,0,—,—,—,28.5,31.4,26.7,8.1,34.2
Changi,2013,3,29,0.2,—,—,—,28.5,32.6,26.3,6,27
Changi,2013,3,30,0,—,—,—,29.2,33.8,26,7.3,30.6
Changi,2013,3,31,5,—,—,—,28.9,33,25.7,7.2,35.6
Changi,2013,4,1,19.6,—,—,—,28.2,34,23.4,6.4,57.2
Changi,2013,4,2,4.2,—,—,—,28.6,33.2,26.3,6.2,31.7
Changi,2013,4,3,5.8,—,—,—,28.2,32.5,26.3,5.3,27
Changi,2013,4,4,41.6,—,—,—,27.4,31.9,25,5.8,29.9
Changi,2013,4,5,0,—,—,—,29.3,33.8,25.6,6.1,26.3
Changi,2013,4,6,6.4,—,—,—,28,30.6,25.9,7.9,46.8
Changi,2013,4,7,0,—,—,—,28.6,31.6,26.4,8.2,33.8
Changi,2013,4,8,0,—,—,—,28.7,33.6,27.1,5.4,30.2
Changi,2013,4,9,0,—,—,—,28.3,33.2,26.6,5.3,31
Changi,2013,4,10,0.4,—,—,—,28.4,31,26.9,6.5,22.3
Changi,2013,4,11,0,—,—,—,27.4,29.8,25,5.3,20.5
Changi,2013,4,12,0,—,—,—,28.8,33.5,25.4,7.6,26.3
Changi,2013,4,13,16.2,—,—,—,29,33.5,24.9,8,34.6
Changi,2013,4,14,0.6,—,—,—,25.8,27.8,22.1,5.6,50
Changi,2013,4,15,0,—,—,—,28.9,33.4,25.4,7.4,25.9
Changi,2013,4,16,22.4,—,—,—,28.9,32.8,26.6,6.8,24.8
Changi,2013,4,17,1,—,—,—,28.4,32.3,23.4,7,40
Changi,2013,4,18,1.8,—,—,—,30.1,34.9,26.7,6.6,35.6
Changi,2013,4,19,1,—,—,—,27.2,29.8,24.4,5.2,23.4
Changi,2013,4,20,0.2,—,—,—,29.3,32.5,26.1,7.4,28.4
Changi,2013,4,21,3.8,—,—,—,26.8,32.3,24.2,6,41
Changi,2013,4,22,0,—,—,—,28.3,33.4,24.1,7,23.8
Changi,2013,4,23,8.4,—,—,—,28,32.1,26,5.3,24.5
Changi,2013,4,24,0,—,—,—,28.5,32.4,26.5,5.3,20.9
Changi,2013,4,25,4.6,—,—,—,28.8,32.6,26.2,7.4,29.5
Changi,2013,4,26,0.6,—,—,—,26.9,29.7,24,4.7,38.5
Changi,2013,4,27,4.2,—,—,—,27.9,32.7,24.7,5,26.6
Changi,2013,4,28,16.6,—,—,—,26.2,27.3,24,4.6,75.2
Changi,2013,4,29,0,—,—,—,28.2,32.2,25,8,35.6
Changi,2013,4,30,0,—,—,—,29.2,33.1,26.2,7.9,37.4
Changi,2013,5,1,0.2,—,—,—,28.3,31.1,26.9,5.1,32.4
Changi,2013,5,2,0,—,—,—,28.5,31.8,26.1,7.8,36.7
Changi,2013,5,3,0.2,—,—,—,28.4,30.4,25.9,6.3,32.8
Changi,2013,5,4,0,—,—,—,28.9,31.7,26.7,10.6,37.1
Changi,2013,5,5,8.6,—,—,—,27.7,31.3,24.7,5.8,27
Changi,2013,5,6,0.2,—,—,—,27.8,32.6,25.3,4.4,27.7
Changi,2013,5,7,46.2,—,—,—,27.3,32.6,23.5,5.7,37.1
Changi,2013,5,8,5.8,—,—,—,27,31.6,25.3,4.4,24.1
Changi,2013,5,9,40.4,—,—,—,27.8,31.9,24.9,6.5,43.2
Changi,2013,5,10,1,—,—,—,28.1,31,26.8,7,34.2
Changi,2013,5,11,0.2,—,—,—,28,29.9,26.6,7.9,29.9
Changi,2013,5,12,0,—,—,—,29.7,33.6,27.5,10.6,37.8
Changi,2013,5,13,0,—,—,—,29.9,32.9,28,11.4,29.2
Changi,2013,5,14,3.4,—,—,—,28.8,31.9,25.6,5.4,28.4
Changi,2013,5,15,42.6,—,—,—,28.8,32.8,26.2,7.1,27.7
Changi,2013,5,16,2,—,—,—,27.1,31.2,22.9,7.2,44.3
Changi,2013,5,17,0,—,—,—,29.5,33.9,25.9,5.5,23.8
Changi,2013,5,18,0,—,—,—,27.8,30.3,26.2,6.1,29.2
Changi,2013,5,19,0,—,—,—,29.3,32.6,25.9,6.3,26.3
Changi,2013,5,20,0,—,—,—,28.7,31.2,26.8,5.2,27.7
Changi,2013,5,21,0,—,—,—,28.2,32.7,26.1,5.3,22.7
Changi,2013,5,22,0,—,—,—,27.9,31.5,25.7,5.5,29.9
Changi,2013,5,23,0,—,—,—,29,32.4,25.9,7.1,22
Changi,2013,5,24,8.4,—,—,—,27.6,30,25.2,5.1,28.4
Changi,2013,5,25,0,—,—,—,28.8,33.4,25.3,5.7,24.8
Changi,2013,5,26,22.6,—,—,—,27.4,32.6,23.9,4.9,45.7
Changi,2013,5,27,0,—,—,—,28.5,33.1,24.9,7.1,23.8
Changi,2013,5,28,0,—,—,—,28.4,32.5,25.5,5.2,26.3
Changi,2013,5,29,1.4,—,—,—,27,28.2,26.1,5.2,21.6
Changi,2013,5,30,3.6,—,—,—,26.9,31.8,24,5.9,32.8
Changi,2013,5,31,24.6,—,—,—,27.1,32.2,24,6.3,30.2
Changi,2013,6,1,22.4,—,—,—,27.2,33,22.6,6.1,33.5
Changi,2013,6,2,0,—,—,—,28.6,32.4,25.6,5.7,20.2
Changi,2013,6,3,17.2,—,—,—,28.1,32.5,24.1,6.2,31
Changi,2013,6,4,0,—,—,—,27.3,30.6,25.2,5.9,25.9
Changi,2013,6,5,21.6,—,—,—,27.2,33.4,22.9,6.2,32
Changi,2013,6,6,3.6,—,—,—,28.3,32.4,24.6,7.7,24.8
Changi,2013,6,7,1,—,—,—,28.5,33.7,25.7,6.8,29.5
Changi,2013,6,8,2,—,—,—,27.7,32.3,25.2,5.2,28.4
Changi,2013,6,9,14,—,—,—,27.6,29.6,24.8,5.4,35.6
Changi,2013,6,10,3.8,—,—,—,28.9,32.7,25.2,6.4,32.4
Changi,2013,6,11,0,—,—,—,29.3,32.3,24.9,6.5,33.1
Changi,2013,6,12,0,—,—,—,29.9,33.2,27.1,7.3,38.2
Changi,2013,6,13,0,—,—,—,29.8,33,27.1,5.7,30.2
Changi,2013,6,14,0,—,—,—,29.9,32.5,28,6,32
Changi,2013,6,15,0,—,—,—,30,33.6,27.8,6,27
Changi,2013,6,16,16.2,—,—,—,29.7,32.5,25.8,6.4,44.3
Changi,2013,6,17,0,—,—,—,29.1,33.2,25.9,5.4,28.4
Changi,2013,6,18,0,—,—,—,30.4,34.2,27,6.7,34.9
Changi,2013,6,19,0,—,—,—,30.5,34.5,26.8,7.3,37.4
Changi,2013,6,20,0,—,—,—,30,33.9,26.8,6.4,31.3
Changi,2013,6,21,0,—,—,—,30.1,34,27,6,27
Changi,2013,6,22,0,—,—,—,30.1,33.3,27.5,5.9,26.3
Changi,2013,6,23,0,—,—,—,30,32.9,27.5,6.7,23.8
Changi,2013,6,24,0,—,—,—,30.2,33.4,28.2,11.1,24.8
Changi,2013,6,25,0,—,—,—,29.5,33.7,27.2,7.8,33.8
Changi,2013,6,26,7,—,—,—,27.7,30,23,5.1,41
Changi,2013,6,27,0,—,—,—,28.9,32.4,26.3,5,25.9
Changi,2013,6,28,0.2,—,—,—,28.5,32.1,25.8,4.2,21.6
Changi,2013,6,29,0,—,—,—,28.7,32,26.6,5.6,24.8
Changi,2013,6,30,2.4,—,—,—,27.5,29.7,23.8,5.5,37.1
Changi,2013,7,1,0,—,—,—,28.8,32.4,26,6,29.9
Changi,2013,7,2,2.6,—,—,—,27.2,30.4,25,5.8,35.6
Changi,2013,7,3,0,—,—,—,28,30.6,25.5,6.5,25.9
Changi,2013,7,4,2.2,—,—,—,27.1,30.2,25.1,4.8,27.7
Changi,2013,7,5,0,—,—,—,27.3,31.4,24.4,6.7,19.4
Changi,2013,7,6,0,—,—,—,29,32.1,26.8,9.5,29.9
Changi,2013,7,7,0,—,—,—,29.2,32.2,26.5,10.4,38.2
Changi,2013,7,8,2.2,—,—,—,28.9,32.3,27.6,10.9,30.6
Changi,2013,7,9,8.8,—,—,—,26.2,28,23.4,5.8,28.1
Changi,2013,7,10,0,—,—,—,28.2,30.9,25.9,7.6,26.6
Changi,2013,7,11,15.8,—,—,—,27.4,31.3,24,5.4,32.4
Changi,2013,7,12,15.6,—,—,—,27.2,32.4,24.3,5.8,34.2
Changi,2013,7,13,1.6,—,—,—,27.3,30.1,24.5,4.6,21.2
Changi,2013,7,14,4.4,—,—,—,27.2,29.5,24.1,3.8,37.1
Changi,2013,7,15,0,—,—,—,27.2,31.9,24.3,8.6,35.6
Changi,2013,7,16,0.6,—,—,—,27.7,31.7,25.4,5.5,31
Changi,2013,7,17,13.6,—,—,—,26.7,30.8,24.9,4.8,35.3
Changi,2013,7,18,31.6,—,—,—,26.3,27.3,23.7,7.5,26.6
Changi,2013,7,19,0,—,—,—,28,30.9,25.6,6.5,23
Changi,2013,7,20,0,—,—,—,28.6,31.3,26.5,8.2,29.2
Changi,2013,7,21,0,—,—,—,28.8,33.5,26.4,6.9,30.2
Changi,2013,7,22,0,—,—,—,28.9,33.2,26.2,7.5,28.8
Changi,2013,7,23,0,—,—,—,29.3,32.5,26.9,11.4,29.2
Changi,2013,7,24,0,—,—,—,29.1,32.2,26.3,10.5,34.2
Changi,2013,7,25,0,—,—,—,27.7,31,25.3,7.5,40
Changi,2013,7,26,37.4,—,—,—,26.8,31.3,24.1,6.1,38.2
Changi,2013,7,27,19.6,—,—,—,25.3,27.7,22.9,4.7,31.7
Changi,2013,7,28,0,—,—,—,28.1,31.6,24.4,7.4,25.2
Changi,2013,7,29,2.4,—,—,—,27.5,30.5,25.1,6.8,34.6
Changi,2013,7,30,0,—,—,—,27.8,31.3,25.4,6.9,36.7
Changi,2013,7,31,16.2,—,—,—,28.1,31.1,25.7,8.4,32
Changi,2013,8,1,8.2,—,—,—,26.8,29.3,22,7.5,40
Changi,2013,8,2,0,—,—,—,27,29.2,24.2,8.1,32.8
Changi,2013,8,3,0,—,—,—,29,31.8,26.4,10.9,28.4
Changi,2013,8,4,0,—,—,—,28.2,30.5,25.6,8.1,39.6
Changi,2013,8,5,43.2,—,—,—,26.8,29.7,23.3,9,31
Changi,2013,8,6,1,—,—,—,28.2,31.2,25.3,5.2,25.2
Changi,2013,8,7,19.2,—,—,—,28,31.3,25.2,7,29.5
Changi,2013,8,8,0.6,—,—,—,26.7,27.8,23.2,8.2,37.4
Changi,2013,8,9,1.8,—,—,—,27.7,30.8,25.8,9.6,26.6
Changi,2013,8,10,40,—,—,—,27.3,31.3,23.8,8.3,39.2
Changi,2013,8,11,10.6,—,—,—,26.8,30.3,21.6,6.3,41.8
Changi,2013,8,12,15.8,—,—,—,27.2,31,22.6,7.5,41.4
Changi,2013,8,13,2.6,—,—,—,26.6,28.7,21.7,7,23
Changi,2013,8,14,1.4,—,—,—,27.9,29.6,26.3,11.6,29.2
Changi,2013,8,15,0,—,—,—,28.5,31.1,26.6,10.2,31
Changi,2013,8,16,0,—,—,—,28.2,31,25.6,8.9,37.1
Changi,2013,8,17,0,—,—,—,28.1,31.5,25.8,7.1,31.7
Changi,2013,8,18,0,—,—,—,28.1,31.2,26,8.9,28.4
Changi,2013,8,19,1,—,—,—,28.2,31.8,24.9,8.9,37.4
Changi,2013,8,20,9.6,—,—,—,26.8,30.7,23.9,5.5,47.2
Changi,2013,8,21,0,—,—,—,28.1,31,25.8,10.6,33.8
Changi,2013,8,22,0,—,—,—,28.8,31.9,26.8,10.9,29.5
Changi,2013,8,23,0,—,—,—,29,31.9,27,11.9,32
Changi,2013,8,24,0,—,—,—,28.8,32,26.3,11.4,33.5
Changi,2013,8,25,0,—,—,—,28.9,31.6,27,15.1,41.4
Changi,2013,8,26,0.2,—,—,—,28.1,30.8,26.6,12.9,34.2
Changi,2013,8,27,0,—,—,—,28.8,32.3,26.6,11.7,34.6
Changi,2013,8,28,10.4,—,—,—,27.6,32.6,24.6,9.5,42.1
Changi,2013,8,29,0,—,—,—,27.7,31.5,25.5,7,31
Changi,2013,8,30,0,—,—,—,27.8,31.9,25.1,8.9,31
Changi,2013,8,31,0,—,—,—,28.9,32.8,26.6,12.7,32.4
Changi,2013,9,1,0.4,—,—,—,27.7,30.9,25.9,7.2,28.8
Changi,2013,9,2,2.4,—,—,—,27.5,32,24.2,6.4,31.7
Changi,2013,9,3,5.2,—,—,—,27.3,30.5,25.3,4.7,26.3
Changi,2013,9,4,7.2,—,—,—,26.3,29.7,23.7,5.1,24.8
Changi,2013,9,5,44,—,—,—,25.8,27.8,23.8,5.1,23.8
Changi,2013,9,6,32.8,—,—,—,26,28.1,22.5,6.2,29.9
Changi,2013,9,7,13.6,—,—,—,25.5,28.8,22.2,5.6,46.1
Changi,2013,9,8,1.2,—,—,—,26.4,30.6,21.9,5.4,42.1
Changi,2013,9,9,1.4,—,—,—,26.3,29.7,24.7,4.8,28.8
Changi,2013,9,10,9,—,—,—,25.6,27.8,23.3,5.5,31.7
Changi,2013,9,11,0,—,—,—,27.7,30.9,24.6,8.3,28.8
Changi,2013,9,12,0,—,—,—,28.8,32,26.3,13.4,35.6
Changi,2013,9,13,0.4,—,—,—,28.2,31.3,25.7,8.8,40.3
Changi,2013,9,14,0.4,—,—,—,28.3,30.8,25.7,8.1,39.2
Changi,2013,9,15,28.6,—,—,—,25.8,27.7,23.5,5.6,31.3
Changi,2013,9,16,0,—,—,—,27.8,31.1,25,7.5,29.5
Changi,2013,9,17,21.4,—,—,—,27,30.4,22.8,7.2,38.2
Changi,2013,9,18,0,—,—,—,28.4,31.3,26,7.4,24.8
Changi,2013,9,19,0,—,—,—,28.8,32,26.7,9.4,36
Changi,2013,9,20,0,—,—,—,29,32.2,26.6,7.9,27
Changi,2013,9,21,0,—,—,—,29.1,31.9,27.1,10.6,38.2
Changi,2013,9,22,0,—,—,—,29.2,32.1,27.1,11.6,32.8
Changi,2013,9,23,0,—,—,—,29.1,32.5,26.7,10.9,27.7
Changi,2013,9,24,0,—,—,—,29.4,32.9,27.1,11.2,31.3
Changi,2013,9,25,52.6,—,—,—,27.5,30.5,21.9,8.1,51.1
Changi,2013,9,26,0.4,—,—,—,26.5,30.3,24.5,6,49
Changi,2013,9,27,0,—,—,—,28.1,31.1,26.3,6,21.6
Changi,2013,9,28,33.4,—,—,—,28.2,31.9,26.4,5.8,27.7
Changi,2013,9,29,2.2,—,—,—,27.7,31.1,22.2,6.1,45.4
Changi,2013,9,30,0.4,—,—,—,27.2,29.3,24,6.1,27
Changi,2013,10,1,16.8,—,—,—,28.8,32.3,26,11.7,38.5
Changi,2013,10,2,2.4,—,—,—,26.7,28.3,23.2,6.4,33.8
Changi,2013,10,3,0,—,—,—,27.6,31.3,25.3,6,30.6
Changi,2013,10,4,3,—,—,—,28.2,31.3,25.6,6.9,28.1
Changi,2013,10,5,4.2,—,—,—,27.9,31.7,22.7,6.9,31.3
Changi,2013,10,6,0,—,—,—,28.2,31.8,23.6,8.4,50
Changi,2013,10,7,0,—,—,—,28.5,33.1,23.9,7.1,37.4
Changi,2013,10,8,28.6,—,—,—,29.4,33.2,26.1,8.6,28.1
Changi,2013,10,9,0,—,—,—,28,32.2,23,8.2,50
Changi,2013,10,10,0.6,—,—,—,28,32,26,7.8,28.4
Changi,2013,10,11,0.6,—,—,—,27.2,29.4,25.5,6.1,24.8
Changi,2013,10,12,0.4,—,—,—,28.2,31.1,26.7,5.4,29.5
Changi,2013,10,13,17.8,—,—,—,28.1,31.8,25.9,5.9,32.4
Changi,2013,10,14,139.8,—,—,—,27.4,30.3,23.2,5.6,28.8
Changi,2013,10,15,13,—,—,—,26.7,30.2,20.9,6.1,52.2
Changi,2013,10,16,0.4,—,—,—,28.8,32.1,26,8.7,30.6
Changi,2013,10,17,0,—,—,—,28.9,32.7,26.2,10.4,32
Changi,2013,10,18,6.6,—,—,—,28.6,32.6,24.3,9.5,34.6
Changi,2013,10,19,0.8,—,—,—,27.6,32,24.8,4.9,27
Changi,2013,10,20,33.4,—,—,—,26.5,30.9,23.3,6.1,25.2
Changi,2013,10,21,4.4,—,—,—,27,30.4,24.6,5.6,27.7
Changi,2013,10,22,0,—,—,—,26.7,30.3,23.3,6.3,36
Changi,2013,10,23,0,—,—,—,27.6,32.6,25,6.3,28.4
Changi,2013,10,24,0,—,—,—,27.1,30.9,24.6,4.9,24.8
Changi,2013,10,25,0,—,—,—,28.1,31.9,25.3,8.3,28.1
Changi,2013,10,26,0,—,—,—,27.9,32.3,25.3,8.6,32
Changi,2013,10,27,0.8,—,—,—,26.7,31.7,24.7,6.5,32.8
Changi,2013,10,28,0,—,—,—,26.6,30.5,24.1,5.9,35.6
Changi,2013,10,29,2.4,—,—,—,27.6,31.1,24.9,7.2,32.4
Changi,2013,10,30,9.4,—,—,—,26.9,31.3,24.1,5.4,27.4
Changi,2013,10,31,0,—,—,—,27.6,31.5,24.7,6.3,31
Changi,2013,11,1,25.6,—,—,—,26.9,32.3,24.8,5,28.4
Changi,2013,11,2,32.4,—,—,—,26.7,31,24.2,4.6,27.4
Changi,2013,11,3,0,—,—,—,27.5,32.1,24.8,6.5,36.7
Changi,2013,11,4,19.4,—,—,—,26.6,32.2,24.7,6.6,36.7
Changi,2013,11,5,44,—,—,—,26.8,32.6,23.2,6.6,36
Changi,2013,11,6,0,—,—,—,27.3,31.8,23.9,7,27.4
Changi,2013,11,7,0,—,—,—,28.3,32.3,25.6,5.9,25.6
Changi,2013,11,8,21.8,—,—,—,27.2,31.9,24.5,6,26.3
Changi,2013,11,9,4,—,—,—,26.6,31.1,24.9,4.6,17.3
Changi,2013,11,10,13.6,—,—,—,26.6,29.6,24.2,3.8,25.9
Changi,2013,11,11,2.2,—,—,—,27.3,31.4,24.6,5.3,27
Changi,2013,11,12,5,—,—,—,25.5,27.8,23.5,4.5,23.8
Changi,2013,11,13,22.6,—,—,—,27.4,32.7,24.3,7.4,29.5
Changi,2013,11,14,0,—,—,—,26.8,29.4,23.2,5.5,31.7
Changi,2013,11,15,0.8,—,—,—,26.5,31.4,24.6,5.3,27.7
Changi,2013,11,16,0,—,—,—,27.9,32,24.8,7.6,32.8
Changi,2013,11,17,0,—,—,—,26.2,27.5,25.4,6.9,27.4
Changi,2013,11,18,0,—,—,—,27.3,31.4,25.1,8.3,32.8
Changi,2013,11,19,1.6,—,—,—,27.8,32.1,25.6,5.8,26.6
Changi,2013,11,20,1.6,—,—,—,28,31.6,24.2,7.5,32.8
Changi,2013,11,21,0,—,—,—,28.8,32.9,25.1,7.2,34.2
Changi,2013,11,22,11.2,—,—,—,28.1,31.2,25.1,6.8,25.2
Changi,2013,11,23,0.4,—,—,—,26.9,29.9,22.9,6.6,32.4
Changi,2013,11,24,1.6,—,—,—,27.2,32,24.5,6.1,29.2
Changi,2013,11,25,15.8,—,—,—,27,31.8,23.4,6.4,27
Changi,2013,11,26,12.6,—,—,—,26.8,31.1,24.3,5.5,27.4
Changi,2013,11,27,17.6,—,—,—,27.4,32.8,24.3,6.5,27
Changi,2013,11,28,1.2,—,—,—,26.7,31.1,24.4,5.1,22.3
Changi,2013,11,29,7.6,—,—,—,27.3,31.1,25.1,6.8,30.6
Changi,2013,11,30,29.8,—,—,—,27,31.7,25.1,7.3,31.3
Changi,2013,12,1,25.6,—,—,—,26.1,28.5,24.9,6.9,24.5
Changi,2013,12,2,11.8,—,—,—,25,26,24.4,7.4,24.5
Changi,2013,12,3,119.8,—,—,—,25.6,30.6,23.5,5.7,27.4
Changi,2013,12,4,0.4,—,—,—,25.5,28,23.4,7.3,28.8
Changi,2013,12,5,0.4,—,—,—,26.7,31.1,24.4,6.8,25.6
Changi,2013,12,6,7.4,—,—,—,25.4,29.3,22.7,5.6,31.7
Changi,2013,12,7,0,—,—,—,26.5,30.9,23.2,6.6,22.7
Changi,2013,12,8,37.8,—,—,—,25,29.1,23.7,7.5,27
Changi,2013,12,9,0,—,—,—,26.7,31.3,24.1,7.1,25.2
Changi,2013,12,10,0.8,—,—,—,27.1,30.1,25,6.4,18.4
Changi,2013,12,11,0,—,—,—,27.5,31.3,25,9.7,30.6
Changi,2013,12,12,2.8,—,—,—,27.2,31.3,25.2,7.8,32
Changi,2013,12,13,0,—,—,—,27.7,31.7,25.1,10.2,28.4
Changi,2013,12,14,19,—,—,—,26.8,32,23.1,6.7,28.4
Changi,2013,12,15,14.4,—,—,—,26.2,31.7,21.6,6.9,33.5
Changi,2013,12,16,0,—,—,—,28,33.7,24.3,6.4,27
Changi,2013,12,17,0,—,—,—,27.8,32.4,24.2,7.2,31.3
Changi,2013,12,18,75,—,—,—,26.4,32.1,21.2,9.4,48.2
Changi,2013,12,19,0.2,—,—,—,25.9,29,22.8,9,32
